



,,[30]
,[0], 0,0






,[1], 0,0






,[2], 0,0






,[3], 0,0






,[4], 0,0






,[5], 0,0






,[6], 0,0






,[7], 0,0






,[8], 0,0






,[9], 0,0






,[10], 0,0






,[11], 99,99






,[12], 0,0






,[13], 0,0






,[14], 0,0






,[15], 0,0






,[16], 0,0






,[17], 0,0






,[18], 99,99






,[19], 0,0






,[20], 0,0






,[21], 99,99






,[22], 0,0






,[23], 0,0






,[24], 0,0






,[25], 0,0






,[26], 0,0






,[27], 0,0






,[28], 0,0






,[29], 99,99






,[30], 0,0






,[31], 99,99






,[32], 0,0






,[33], 0,0






,[34], 0,0






,[35], 0,0






,[36], 0,0






,[37], 0,0






,[38], 0,0






,[39], 99,99






,[40], 0,0






,[41], 99,99






,[42], 0,0






,[43], 0,0






,[44], 0,0






,[45], 0,0






,[46], 0,0






,[47], 0,0






,[48], 0,0






,[49], 0,0






,[50], 0,0






,[51], 0,0






,[52], 0,0






,[53], 0,0






,[54], 99,99






,[55], 0,0






,[56], 0,0






,[57], 99,99






,[58], 0,0






,[59], 0,0






,[60], 0,0






,[61], 99,99






,[62], 0,0






,[63], 0,0






,[64], 0,0






,[65], 0,0






,[66], 0,0






,[67], 0,0






,[68], 0,0






,[69], 0,0






,[70], 99,99






,[71], 0,0






,[72], 99,99






,[73], 0,0






,[74], 99,99






,[75], 0,0






,[76], 99,99






